neighborhood_uid,Seq,neighborhood,CIUDAD,TIPO O COLONIA,SE CT O R,ZONIFICA CI√ìN,APPROVAL_DATE
11-HMY-001,277,HUMUYA,COMAYAG√úELA,Barrio/Colonia,11,R3,2016
11-LMLND-001,278,LOMA LINDA NORTE,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R1,1977
11-LMLND-002,279,LOMA LINDA SUR,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R1,
11-MRMNT-001,280,MIRAMONTE I ETAPA,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R2,
11-MRMNT-002,281,MIRAMONTE II ETAPA,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R2,
11-PRD-001,282,PRADO,COMAYAG√úELA,Barrio/Colonia,11,R1,
11-QZD-001,283,QUEZADA,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R2,
11-SNRFL-001,284,SAN RAFAEL,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,11,R2,
12-LM-001,285,ALAMO,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-LTSDL-001,286,ALTOS DE LA GRANJA,COMAYAG√úELA,Barrio/Colonia,12,R4,1995
12-LTSDT-001,287,ALTOS DE TILOARQUE,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-TLNTC-001,288,ATLANTIC,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-BRRLM-001,289,BARRIO EL MIRADOR,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-CMPCC-001,290,CAMPO COCA COLA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-CSRTL-001,291,CASERIO TILOARQUE,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-CLNVM-001,292,COL NUEVO AMANECER,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-CLSCR-001,293,COL OSCAR CASTRO,COMAYAG√úELA,Barrio/Colonia,12,R4,2013
12-CL.MR-001,294,COL. MARIA CRISTINA,COMAYAG√úELA,Barrio/Colonia,12,R4,1985
12-CNTDR-001,295,CONTADOR,COMAYAG√úELA,Barrio/Colonia,12,R4,1985
12-LTRBL-001,296,EL TREBOL,COMAYAG√úELA,Barrio/Colonia,12,R2,1981
12-GCRQ-001,297,GUACERIQUE,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-LBLS-001,298,LA BOLSA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-LGRNJ-001,299,LA GRANJA,COMAYAG√úELA,Barrio/Colonia,12,R1,
12-LPRDR-001,300,LA PRADERA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-LPRMV-001,301,LA PRIMAVERA,COMAYAG√úELA,Barrio/Colonia,12,R1,
12-LMSDT-001,302,LOMAS DE TILOARQUE (PLAN DE LAS LOMAS),COMAYAG√úELA,Barrio/Colonia,12,R4,1999
12-LMSDT-002,303,LOMAS DE TILOARQUE ETAPA 1,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-LMSDT-003,304,LOMAS DE TILOARQUE ETAPA 2,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-MRDG-001,305,MARADIAGA,COMAYAG√úELA,Barrio/Colonia,12,R1,1964
12-MRCRS-001,306,MARIA CRISTINA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-MRDRT-001,307,MIRADOR TILOARQUE 2005,COMAYAG√úELA,Barrio/Colonia,12,R4,2005
12-MRFLR-001,308,MIRAFLOR,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-NVSPR-001,309,NUEVA ESPERANZA,COMAYAG√úELA,Barrio/Colonia,12,R4,1999
12-NVMNC-001,310,NUEVO AMANECER,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-SCRCS-001,311,OSCAR CASTRO TEJEDA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-PRTSM-001,312,PERITOS MERCANTILES (EL CONTAD),COMAYAG√úELA,Barrio/Colonia,12,R3,
12-PRMVR-001,313,PRIMAVERA,COMAYAG√úELA,Barrio/Colonia,12,R4,1981
12-RPBLC-001,314,REPUBLICA DE VENEZUELA,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-SNJRG-001,315,SAN JORGE,COMAYAG√úELA,Barrio/Colonia,12,R1,
12-TLRQN-001,316,TILOARQUE NO. 1,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-TLRQN-002,317,TILOARQUE NO. 2,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-TLRQN-003,318,TILOARQUE NORTE,COMAYAG√úELA,Barrio/Colonia,12,R3,
12-VLLSP-001,319,VILLA ESPA�OLA,COMAYAG√úELA,Barrio/Colonia,12,R4,1985
12-VLLSD-001,320,VILLAS DE TILOARQUE,COMAYAG√úELA,Barrio/Colonia,12,R4,2003
12-VLLST-001,321,VILLAS TILOARQUE SEGUNDA ETAPA,COMAYAG√úELA,Barrio/Colonia,12,R4,2005
13-19DSP-001,322,19 DE SEPTIEMBRE,COMAYAG√úELA,Barrio/Colonia,13,R3,
13-21DFB-001,323,21 DE FEBRERO,COMAYAG√úELA,Barrio/Colonia,13,R3,
13-23DJN-001,324,23 DE JUNIO,COMAYAG√úELA,Barrio/Colonia,13,R3,
13-25DNR-001,325,25 DE ENERO,COMAYAG√úELA,Barrio/Colonia,13,R3,
13-LTSDL-001,326,ALTOS DE LA DIVANNA,COMAYAG√úELA,Barrio/Colonia,13,R3,
13-LTSDL-002,327,ALTOS DE LA MAYANGLE,COMAYAG√úELA,Barrio/Colonia,13,R3,
